reg_id,uri,status,name,"lexicalAlias (en)","preferred label (en)","alternative label (en)","hidden label (en)","notation (en)","ToolkitLabel (en)","note (en)","definition (en)","ToolkitDefinition (en)","example (en)","scope note (en)","editorial note (en)","change note (en)","history note (en)","has broader","has narrower","related to","is in mapping relation with","has broader match","has narrower match","has related match","has close match","has exact match","top concept of","has subject","is subject of","is primary subject of","has primary subject","subject indicator","symbolic label","preferred symbolic label","alternative symbolic label"
uri,reg:uri,reg:status,reg:name,reg:lexicalAlias,skos:prefLabel,skos:altLabel,skos:hiddenLabel,skos:notation,rdakit:toolkitLabel,skos:note,skos:definition,rdakit:toolkitDefinition,skos:example,skos:scopeNote,skos:editorialNote,skos:changeNote,skos:historyNote,skos:broader,skos:narrower,skos:related,skos:mappingRelation,skos:broadMatch,skos:narrowMatch,skos:relatedMatch,skos:closeMatch,skos:exactMatch,skos:topConceptOf,skos:subject,skos:isSubjectOf,skos:isPrimarySubjectOf,skos:primarySubject,skos:subjectIndicator,skos:symbol,skos:prefSymbol,skos:altSymbol
lang,en,,,en,en,en,en,en,en,en,en,en,en,en,en,en,en,,,,,,,,,,,,,,,,,,
type,uri,property,property,,,,,,,,,,,,,,,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property
meta,token,motionpicturecon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,label,"MARC21-007: Configuration of playback channels of motion pictures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,vocabulary_id,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,uri,http://marc21rdf.info/terms/motionpicturecon#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,tags,"Libraries, MARC21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,base_domain,http://marc21rdf.info/terms/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,type,vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,agent_id,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,motionpicturecon,http://marc21rdf.info/terms/motionpicturecon#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,motionpicturecon:k,1,,,mixed,,,k,,,"More than one configuration of playback channels is available on a single motion picture.",,,"An example would be a film with both monaural optical and stereophonic magnetic sound tracks.",,,,,,,,,,,,,,,,,,,,,
3573,motionpicturecon:m,1,,,monaural,,,m,,,"Configured to be played back on one channel.",,,,,,,,,,,,,,,,,,,,,,,,
3574,motionpicturecon:n,1,,,"not applicable",,,n,,,"Film is silent, has no sound or sound is on separate medium.",,,"Also used when describing an item with separate sound.",,,,,,,,,,,,,,,,,,,,,
3575,motionpicturecon:q,1,,,"quadraphonic, multichannel, or surround",,,q,,,"Configured to be played back or more than two channels.",,,"Used for Dolby surround sound tracks and other multichannel techniques.",,,,,,,,,,,,,,,,,,,,,
3576,motionpicturecon:s,1,,,stereophonic,,,s,,,"Configured to be played back on two separate channels.",,,"Use when the medium is not monaural and when it is not possible to ascertain that multiple playback sources are available or intended.",,,,,,,,,,,,,,,,,,,,,
3577,motionpicturecon:u,1,,,unknown,,,u,,,"Configuration of sound playback channels is not known.",,,,,,,,,,,,,,,,,,,,,,,,
3578,motionpicturecon:z,1,,,other,,,z,,,"Configuration of playback channels other than mixed, monaural, quadraphonic, multichannel, or surround, stereophonic.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
