reg_id,uri,status,name,"lexicalAlias (en)","preferred label (en)","alternative label (en)","hidden label (en)","notation (en)","ToolkitLabel (en)","note (en)","definition (en)","ToolkitDefinition (en)","example (en)","scope note (en)","editorial note (en)","change note (en)","history note (en)","has broader","has narrower","related to","is in mapping relation with","has broader match","has narrower match","has related match","has close match","has exact match","top concept of","has subject","is subject of","is primary subject of","has primary subject","subject indicator","symbolic label","preferred symbolic label","alternative symbolic label"
uri,reg:uri,reg:status,reg:name,reg:lexicalAlias,skos:prefLabel,skos:altLabel,skos:hiddenLabel,skos:notation,rdakit:toolkitLabel,skos:note,skos:definition,rdakit:toolkitDefinition,skos:example,skos:scopeNote,skos:editorialNote,skos:changeNote,skos:historyNote,skos:broader,skos:narrower,skos:related,skos:mappingRelation,skos:broadMatch,skos:narrowMatch,skos:relatedMatch,skos:closeMatch,skos:exactMatch,skos:topConceptOf,skos:subject,skos:isSubjectOf,skos:isPrimarySubjectOf,skos:primarySubject,skos:subjectIndicator,skos:symbol,skos:prefSymbol,skos:altSymbol
lang,en,,,en,en,en,en,en,en,en,en,en,en,en,en,en,en,,,,,,,,,,,,,,,,,,
type,uri,property,property,,,,,,,,,,,,,,,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property
meta,token,mapsmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,label,"MARC21-007: Specific material designation of map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,vocabulary_id,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,uri,http://marc21rdf.info/terms/mapsmd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,note,"Special class of cartographic material to which the item belongs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,tags,"Libraries, MARC21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,base_domain,http://marc21rdf.info/terms/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,type,vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,agent_id,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,mapsmd,http://marc21rdf.info/terms/mapsmd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,mapsmd:d,1,,,atlas,,,d,,,"Atlases generally contain maps, related text, and other cartographic information.",,,,,,,,,,,,,,,,,,,,,,,,
4429,mapsmd:g,1,,,diagram,,,g,,,"Map characterized by simplified, or schematic, representation. Diagrams are graphic representations of numerical data, or of the course or results of an action or process.",,,,,,,,,,,,,,,,,,,,,,,,
4430,mapsmd:j,1,,,map,,,j,,,"Two-dimensional map. Defined as a representation normally to scale and on a flat medium, of a selection of material or abstract features on, or in relation to, the surface of the earth or of another celestial body.",,,,,,,,,,,,,,,,,,,,,,,,
4431,mapsmd:k,1,,,profile,,,k,,,"Scale representation of the intersection of a vertical surface (which may or may not be a plane) with the surface of the ground or with that of a conceptual three-dimensional model of phenomena having continuous distribution (e.g., rainfall).",,,,,,,,,,,,,,,,,,,,,,,,
4432,mapsmd:q,1,,,model,,,q,,,"Three-dimensional representation of a real object. Object may be the exact size of the original or to scale.",,,,,,,,,,,,,,,,,,,,,,,,
4433,mapsmd:r,1,,,"remote-sensing image",,,r,,,"Image produced by a recording device that is not in physical or intimate contact with the object under study.",,,,,,,,,,,,,,,,,,,,,,,,
4434,mapsmd:s,1,,,section,,,s,,,"Scaled representation of a vertical surface (commonly a plane) displaying both the the intersection profile or some conceptual model, and the underlying structures, e.g., geological section.",,,,,,,,,,,,,,,,,,,,,,,,
4435,mapsmd:u,1,,,unspecified,,,u,,,Unspecified.,,,,,,,,,,,,,,,,,,,,,,,,
4436,mapsmd:y,1,,,view,,,y,,,"Perspective representation of the landscape shown as if it were projected onto an oblique plane.",,,,,,,,,,,,,,,,,,,,,,,,
4437,mapsmd:z,1,,,other,,,z,,,"Specific material designation other than atlas, diagram, map, profile, model, remote-sensing image, section, view.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
