reg_id,uri,status,name,"lexicalAlias (en)","preferred label (en)","alternative label (en)","hidden label (en)","notation (en)","ToolkitLabel (en)","note (en)","definition (en)","ToolkitDefinition (en)","example (en)","scope note (en)","editorial note (en)","change note (en)","history note (en)","has broader","has narrower","related to","is in mapping relation with","has broader match","has narrower match","has related match","has close match","has exact match","top concept of","has subject","is subject of","is primary subject of","has primary subject","subject indicator","symbolic label","preferred symbolic label","alternative symbolic label"
prefix,soundrecordingkin,http://marc21rdf.info/terms/soundrecordingkin#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,soundrecordingkin:a,1,,,"master tape",,,a,,,"Final tape production master that is used to make a disc master or a tape duplication master.",,,"Represents the final mix including special processing such as equalization, compression, phasing, and sound synthesis.",,,,,,,,,,,,,,,,,,,,,
3928,soundrecordingkin:b,1,,,"tape duplication master",,,b,,,"Sound tape produced from the master tape.",,,"Tape duplication master is played on a tape reproducer to produce the sound tape for cassette, cartridge, or reel.",,,,,,,,,,,,,,,,,,,,,
3929,soundrecordingkin:d,1,,,"disc master (negative)",,,d,,,"Negative disc master that is used for the preparation of the mother from which more serviceable and longer lasting metal stampers can be made.",,,"In the early years of recording, discs were pressed from the metal-plated disc master or matrix. As commercial recording developed, the disc master was used, and continues to be used, for the preparation of the mother.",,,,,,,,,,,,,,,,,,,,,
3930,soundrecordingkin:i,1,,,"instantaneous (recorded on the spot)",,,i,,,"Original recording of a sound event or performance intended for direct reproduction without further processing.",,,"In the early years of recording, a single sound event was sometimes recorded simultaneously on several cylinders or discs. All of these recordings would be instantaneous.",,,,,,,,,,,,,,,,,,,,,
3931,soundrecordingkin:m,1,,,"mass produced",,,m,,,"Mass produced.",,,"Includes discs or tapes issued as limited pressing or limited issue for private distribution. Most commercial discs are mass-produced. Mass-produced discs are mechanically pressed for distribution, either commercially or privately; also, tapes reproduced from a tape duplication master for distribution either commercially or privately. Mass-produced discs, cylinders, and tapes usually include the name of the issuing company, the issue number, and bibliographic information on a printed label or on the container in which the disc, tape, or cylinder is packaged.",,,,,,,,,,,,,,,,,,,,,
3932,soundrecordingkin:n,1,,,"not applicable",,,n,,,"Item is not a disc, cylinder, or tape.",,,,,,,,,,,,,,,,,,,,,,,,
3933,soundrecordingkin:r,1,,,"mother (positive)",,,r,,,"Exact copy of the original disc recording pressed from the disc master. From the metal mother a negative metal stamper is made to press discs for distribution.",,,"Many stampers may be made from a single mother.",,,,,,,,,,,,,,,,,,,,,
3934,soundrecordingkin:s,1,,,"stamper (negative)",,,s,,,"Negative metal part, produced from the mother in an electroplating procedure, from which 500 to 750 discs may be pressed.",,,,,,,,,,,,,,,,,,,,,,,,
3935,soundrecordingkin:t,1,,,"test pressing",,,t,,,"Either one finished disc or one of a very limited pressing is made, designed to be examined aurally before a decision is made to proceed with a pressing.",,,,,,,,,,,,,,,,,,,,,,,,
3936,soundrecordingkin:u,1,,,unknown,,,u,,,"Type of disc, cylinder, or tape is not known.",,,"Also used when it cannot be determined whether the item is instantaneous or mass-produced.",,,,,,,,,,,,,,,,,,,,,
3937,soundrecordingkin:z,1,,,other,,,z,,,"Kind of disc, cylinder or tape other than master tape, tape duplication master, disc master (negative), instantaneous (recorded on the spot), mass produced, mother (positive), stamper (negative), test pressing.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
