reg_id,uri,status,name,"lexicalAlias (en)","preferred label (en)","alternative label (en)","hidden label (en)","notation (en)","ToolkitLabel (en)","note (en)","definition (en)","ToolkitDefinition (en)","example (en)","scope note (en)","editorial note (en)","change note (en)","history note (en)","has broader","has narrower","related to","is in mapping relation with","has broader match","has narrower match","has related match","has close match","has exact match","top concept of","has subject","is subject of","is primary subject of","has primary subject","subject indicator","symbolic label","preferred symbolic label","alternative symbolic label"
uri,reg:uri,reg:status,reg:name,reg:lexicalAlias,skos:prefLabel,skos:altLabel,skos:hiddenLabel,skos:notation,rdakit:toolkitLabel,skos:note,skos:definition,rdakit:toolkitDefinition,skos:example,skos:scopeNote,skos:editorialNote,skos:changeNote,skos:historyNote,skos:broader,skos:narrower,skos:related,skos:mappingRelation,skos:broadMatch,skos:narrowMatch,skos:relatedMatch,skos:closeMatch,skos:exactMatch,skos:topConceptOf,skos:subject,skos:isSubjectOf,skos:isPrimarySubjectOf,skos:primarySubject,skos:subjectIndicator,skos:symbol,skos:prefSymbol,skos:altSymbol
lang,en,,,en,en,en,en,en,en,en,en,en,en,en,en,en,en,,,,,,,,,,,,,,,,,,
type,uri,property,property,,,,,,,,,,,,,,,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property
meta,token,motionpicturepro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,label,"MARC21-007: Production elements of motion picture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,vocabulary_id,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,uri,http://marc21rdf.info/terms/motionpicturepro#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,note,"Whether the film is part of a complete production or is a preliminary or post-production element.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,tags,"Libraries, MARC21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,base_domain,http://marc21rdf.info/terms/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,type,vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,agent_id,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,motionpicturepro,http://marc21rdf.info/terms/motionpicturepro#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,motionpicturepro:a,1,,,workprint,,,a,,,"Print from the original camera footage which is edited to a fine degree to achieve the final version.",,,,,,,,,,,,,,,,,,,,,,,,
4206,motionpicturepro:b,1,,,trims,,,b,,,"Sections of shots remaining after the desired portions have been incorporated into the workprint.",,,,,,,,,,,,,,,,,,,,,,,,
4207,motionpicturepro:c,1,,,outtakes,,,c,,,"Shots discarded in the editing of a film.",,,,,,,,,,,,,,,,,,,,,,,,
4208,motionpicturepro:d,1,,,rushes,,,d,,,"First positive prints from the laboratory of the previous day's shooting.",,,,,,,,,,,,,,,,,,,,,,,,
4209,motionpicturepro:e,1,,,"mixing tracks",,,e,,,"Separate sound tracks that are combined for the final film sound track.",,,,,,,,,,,,,,,,,,,,,,,,
4210,motionpicturepro:f,1,,,"title bands/intertitle rolls",,,f,,,"Printed captions or titles separated from their corresponding picture.",,,,,,,,,,,,,,,,,,,,,,,,
4211,motionpicturepro:g,1,,,"production rolls",,,g,,,"Various types of production elements (film usually wound on cores) before they are cut and assembled into reels.",,,,,,,,,,,,,,,,,,,,,,,,
4212,motionpicturepro:n,1,,,"not applicable",,,n,,,"Item is not a production element.",,,,,,,,,,,,,,,,,,,,,,,,
4213,motionpicturepro:z,1,,,other,,,z,,,"Production elements other than workprint, trims, outtakes, rushes, mixing tracks, title bands/intertitle rolls, production rolls.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
