reg_id,uri,status,name,"lexicalAlias (en)","preferred label (en)","alternative label (en)","hidden label (en)","notation (en)","ToolkitLabel (en)","note (en)","definition (en)","ToolkitDefinition (en)","example (en)","scope note (en)","editorial note (en)","change note (en)","history note (en)","has broader","has narrower","related to","is in mapping relation with","has broader match","has narrower match","has related match","has close match","has exact match","top concept of","has subject","is subject of","is primary subject of","has primary subject","subject indicator","symbolic label","preferred symbolic label","alternative symbolic label"
prefix,tactilebmf,http://marc21rdf.info/terms/tactilebmf#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,tactilebmf:%23,1,,,"no specified braille music format",,,#,,,"Item uses fewer than three specified braille writing formats.",,,,,,,,,,,,,,,,,,,,,,,,
3464,tactilebmf:a,1,,,"bar over bar",,,a,,,"Measures are displayed in units called parallels and the beginning of each part's measure is vertically aligned with the beginning of the same measure for the other part(s).",,,"Used chiefly for keyboard music.",,,,,,,,,,,,,,,,,,,,,
3465,tactilebmf:b,1,,,"bar by bar",,,b,,,"Music is displayed in indented paragraphs with all of the parts for each measure written consecutively.",,,,,,,,,,,,,,,,,,,,,,,,
3466,tactilebmf:c,1,,,"line over line",,,c,,,"Measures are displayed in parallels, but the measures are not necessarily aligned.",,,,,,,,,,,,,,,,,,,,,,,,
3467,tactilebmf:d,1,,,paragraph,,,d,,,"Music is displayed in paragraphs with one part per paragraph.",,,,,,,,,,,,,,,,,,,,,,,,
3468,tactilebmf:e,1,,,"single line",,,e,,,"Music is presented in segments of two to five lines, the initial line displaying a measure number or rehearsal designation.",,,"Used for single instrumental parts or solos. It is also called solo instrumental format.",,,,,,,,,,,,,,,,,,,,,
3469,tactilebmf:f,1,,,"section by section",,,f,,,"Hand or part signs are prominent in the left margin.",,,,,,,,,,,,,,,,,,,,,,,,
3470,tactilebmf:g,1,,,"line by line",,,g,,,"Lines of text alternate with lines of music for the preceding text.",,,,,,,,,,,,,,,,,,,,,,,,
3471,tactilebmf:h,1,,,"open score",,,h,,,"Music is presented in parallels. Open score is similar to bar over bar, but used for ensemble scores.",,,,,,,,,,,,,,,,,,,,,,,,
3472,tactilebmf:i,1,,,"spanner short form scoring",,,i,,,"Chord symbols and melody are presented in paragraphs.",,,"Used chiefly for popular and folk music, but music braille is used for the chord symbols. Also used to indicate that the music is in the Canadian melody chord system.",,,,,,,,,,,,,,,,,,,,,
3473,tactilebmf:j,1,,,"short form scoring",,,j,,,"Words, chord symbols, and melody are presented in parallels, and literary braille is used for the chord symbols.",,,"Used chiefly for popular and folk music. This format is also referred to as the American or BANA short form scoring format.",,,,,,,,,,,,,,,,,,,,,
3474,tactilebmf:k,1,,,outline,,,k,,,"Music is in the outline format.",,,,,,,,,,,,,,,,,,,,,,,,
3475,tactilebmf:l,1,,,"vertical score",,,l,,,"Parts are combined and written as chords.",,,,,,,,,,,,,,,,,,,,,,,,
3476,tactilebmf:n,1,,,"not applicable",,,n,,,"Not braille music.",,,,,,,,,,,,,,,,,,,,,,,,
3477,tactilebmf:u,1,,,unknown,,,u,,,"Braille music format is not known.",,,,,,,,,,,,,,,,,,,,,,,,
3478,tactilebmf:z,1,,,other,,,z,,,"Braille music format other than no specified braille music format, bar over bar, bar by bar, line over line, paragraph, single line, section by section, line by line, open score, spanner short form scoring, short form scoring, outline, vertical score.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
