reg_id,uri,status,name,"lexicalAlias (en)","preferred label (en)","alternative label (en)","hidden label (en)","notation (en)","ToolkitLabel (en)","note (en)","definition (en)","ToolkitDefinition (en)","example (en)","scope note (en)","editorial note (en)","change note (en)","history note (en)","has broader","has narrower","related to","is in mapping relation with","has broader match","has narrower match","has related match","has close match","has exact match","top concept of","has subject","is subject of","is primary subject of","has primary subject","subject indicator","symbolic label","preferred symbolic label","alternative symbolic label"
prefix,electrosmd,http://marc21rdf.info/terms/electrosmd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,electrosmd:a,1,,,"tape cartridge",,,a,,,"Removable module containing secondary storage medium such as magnetic tape or magnetic disks.",,,,,,,,,,,,,,,,,,,,,,,,
4409,electrosmd:b,1,,,"chip cartridge",,,b,,,"Removable module containing a miniaturized electronic circuit, mass-produced on a tiny chip or wafer of silicon, designed to provide additional processing or memory capacity to a computer.",,,,,,,,,,,,,,,,,,,,,,,,
4410,electrosmd:c,1,,,"computer optical disc cartridge",,,c,,,"Removable module containing one or more nonmagnetic discs used to store digital information.",,,,,,,,,,,,,,,,,,,,,,,,
4411,electrosmd:d,1,,,"computer disc, type unspecified",,,d,,,"A disc whose type is not specified.",,,,,,,,,,,,,,,,,,,,,,,,
4412,electrosmd:e,1,,,"computer disc cartridge, type unspecified",,,e,,,"A disc cartridge whose type is not specified.",,,,,,,,,,,,,,,,,,,,,,,,
4413,electrosmd:f,1,,,"tape cassette",,,f,,,"Removable module, somewhat like an audio cassette, that contains magnetic tape that can be written on and read from by a tape drive.",,,,,,,,,,,,,,,,,,,,,,,,
4414,electrosmd:h,1,,,"tape reel",,,h,,,"Removable spool containing magnetic tape that can be written to and read from by a tape drive.",,,,,,,,,,,,,,,,,,,,,,,,
4415,electrosmd:j,1,,,"magnetic disk",,,j,,,"Digital information storage medium usually consisting of a thin Mylar disk coated with a magnetic material that permits the recording of data. Magnetic disks come in various sizes. They are also known as floppy disks, stiffy disks, computer diskettes, or floppy diskettes.",,,,,,,,,,,,,,,,,,,,,,,,
4416,electrosmd:k,1,,,"computer card",,,k,,,"Computer card.",,,,,,,,,,,,,,,,,,,,,,,,
4417,electrosmd:m,1,,,"magneto-optical disc",,,m,,,"Erasable or semi-erasable storage medium, similar to a CD-ROM disc, capable of storing data at a very high density. The disc is written to and read from using a laser beam used to heat the recording surface to a point at which regions of the surface of the disk become magnetically aligned to store bits of data.",,,,,,,,,,,,,,,,,,,,,,,,
4418,electrosmd:o,1,,,"optical disc",,,o,,,"Medium that uses a series of laser-burned micron-sized holes (pits) on a special recording surface to store data. Recorded data is read optically. These discs are usually a read-only medium.",,,"Commonly found computer optical disc formats include: CD-A, CD-I, CD-R, CD-ROM, CD-ROM-XA, DVD-ROM and Photo CD.",,,,,,,,,,,,,,,,,,,,,
4419,electrosmd:r,1,,,remote,,,r,,,"Electronic resource that is accessed, processed, executed, etc. remotely. In this case the electronic resource is used via input/output devices connected electronically to a computer. Frequently this involves connection through a computer network.",,,,,,,,,,,,,,,,,,,,,,,,
4420,electrosmd:u,1,,,unspecified,,,u,,,"Special material designation for the electronic resource is not specified.",,,"E.g., it may be an electronic resource that changes its medium over time.",,,,,,,,,,,,,,,,,,,,,
4421,electrosmd:z,1,,,other,,,z,,,"Specific material designation other than tape cartridge, chip cartridge, computer optical disc cartridge, computer disc, type unspecified, computer disc cartridge, type unspecified, tape cassette, tape reel, magnetic disk, computer card, magneto-optical disc, optical disc, remote.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
