reg_id,uri,status,name,"lexicalAlias (en)","preferred label (en)","alternative label (en)","hidden label (en)","notation (en)","ToolkitLabel (en)","note (en)","definition (en)","ToolkitDefinition (en)","example (en)","scope note (en)","editorial note (en)","change note (en)","history note (en)","has broader","has narrower","related to","is in mapping relation with","has broader match","has narrower match","has related match","has close match","has exact match","top concept of","has subject","is subject of","is primary subject of","has primary subject","subject indicator","symbolic label","preferred symbolic label","alternative symbolic label"
uri,reg:uri,reg:status,reg:name,reg:lexicalAlias,skos:prefLabel,skos:altLabel,skos:hiddenLabel,skos:notation,rdakit:toolkitLabel,skos:note,skos:definition,rdakit:toolkitDefinition,skos:example,skos:scopeNote,skos:editorialNote,skos:changeNote,skos:historyNote,skos:broader,skos:narrower,skos:related,skos:mappingRelation,skos:broadMatch,skos:narrowMatch,skos:relatedMatch,skos:closeMatch,skos:exactMatch,skos:topConceptOf,skos:subject,skos:isSubjectOf,skos:isPrimarySubjectOf,skos:primarySubject,skos:subjectIndicator,skos:symbol,skos:prefSymbol,skos:altSymbol
lang,en,,,en,en,en,en,en,en,en,en,en,en,en,en,en,en,,,,,,,,,,,,,,,,,,
type,uri,property,property,,,,,,,,,,,,,,,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property,property
meta,token,soundrecordingsmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,label,"MARC21-007: Specific material designation of sound recording",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,vocabulary_id,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,uri,http://marc21rdf.info/terms/soundrecordingsmd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,note,"Special class of sound recording to which the item belongs (e.g., a cylinder).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,tags,"Libraries, MARC21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,base_domain,http://marc21rdf.info/terms/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,type,vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta,agent_id,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,soundrecordingsmd,http://marc21rdf.info/terms/soundrecordingsmd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,owl,http://www.w3.org/2002/07/owl#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,rdfs,http://www.w3.org/2000/01/rdf-schema#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,reg,http://metadataregistry.org/uri/profile/RegAp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prefix,skos,http://www.w3.org/2004/02/skos/core#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,soundrecordingsmd:d,1,,,"sound disc",,,d,,,"Thin circular objects that vary in diameter (e.g., 7 in., 10 in., 12 in.), on which sound waves, recorded as modulations or pulses, are incised or indented. Compact audio discs are typically 4 3/4 in. in diameter.",,,,,,,,,,,,,,,,,,,,,,,,
4484,soundrecordingsmd:e,1,,,cylinder,,,e,,,"Cylindrical objects on which sound waves are incised or indented in a continuous circular groove.",,,"Mass-produced cylinders are made of plastic. Early cylinders were made of tinfoil or wax.",,,,,,,,,,,,,,,,,,,,,
4485,soundrecordingsmd:g,1,,,"sound cartridge",,,g,,,"Containers holding a single sound tape, run as an endless loop.",,,,,,,,,,,,,,,,,,,,,,,,
4486,soundrecordingsmd:i,1,,,"sound-track film",,,i,,,"A sound recording on film that is not intended to accompany visual images.",,,"Also when it is not known if a sound recording on film is intended to accompany visual images.",,,,,,,,,,,,,,,,,,,,,
4487,soundrecordingsmd:q,1,,,roll,,,q,,,"Roll of paper, for example, for player piano or player organ, on which the notes of a musical composition are represented by perforations in the paper and from which sound can be mechanically produced.",,,,,,,,,,,,,,,,,,,,,,,,
4488,soundrecordingsmd:s,1,,,"sound cassette",,,s,,,"A container holding a narrow, usually 1/8 inch, sound tape on two reels, one to feed (and rewind) and the other to take up the sound tape.",,,,,,,,,,,,,,,,,,,,,,,,
4489,soundrecordingsmd:t,1,,,"sound-tape reel",,,t,,,"An audiotape-transport system with separate supply (feed) and take-up reels. Usually designated an Open Reel or Reel-to-Reel.",,,,,,,,,,,,,,,,,,,,,,,,
4490,soundrecordingsmd:u,1,,,unspecified,,,u,,,"Special material designation for the sound recording is not specified.",,,,,,,,,,,,,,,,,,,,,,,,
4491,soundrecordingsmd:w,1,,,"wire recording",,,w,,,"A round steel wire on which sound waves are magnetically recorded.",,,,,,,,,,,,,,,,,,,,,,,,
4492,soundrecordingsmd:z,1,,,other,,,z,,,"Specific material designation other than sound disc, cylinder, sound cartridge, sound-track film, roll, sound cassette, sound-tape reel, wire recording.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
